name,country,state_or_region,continent,category,budget_level,climate,best_season,adventure,nightlife,family_friendly,trekking,beach_activities,cultural_sites,wildlife,shopping,popularity_score,safety_score,avg_cost_index,rating
Port-au-Prince,Haiti,Ouest,North America,Urban,Budget,Tropical,Winter,0,0,1,0,1,1,0,1,50,15,30,2.5
Santo Domingo,Dominican Republic,Distrito Nacional,North America,Historical,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,85,70,45,4.3
Basseterre,Saint Kitts and Nevis,Saint George Basseterre,North America,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,1,1,72,92,80,4.1
St. John's,Antigua and Barbuda,Saint John,North America,Beach,Luxury,Tropical,Winter,1,1,1,0,1,1,0,1,78,92,90,4.4
Roseau,Dominica,Saint George,North America,Nature,Budget,Tropical,Winter,1,0,1,1,0,0,1,0,70,95,45,4.3
Castries,Saint Lucia,Castries,North America,Nature,Luxury,Tropical,Winter,1,0,1,1,1,0,0,1,86,90,95,4.7
Kingstown,Saint Vincent and the Grenadines,Saint George,North America,Beach,Budget,Tropical,Winter,1,0,1,0,1,1,1,0,68,88,45,4.0
St. George's,Grenada,Saint George,North America,Beach,Mid-range,Tropical,Winter,1,0,1,0,1,1,0,1,82,92,75,4.5
Bridgetown,Barbados,Saint Michael,North America,Beach,Luxury,Tropical,Winter,1,1,1,0,1,1,0,1,88,92,90,4.6
Port of Spain,Trinidad and Tobago,Saint George,South America,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,78,60,55,4.0
Georgetown,Guyana,Demerara-Mahaica,South America,Nature,Budget,Tropical,Year-round,1,0,1,1,0,0,1,0,65,60,35,3.7
Paramaribo,Suriname,Paramaribo,South America,Historical,Budget,Tropical,Year-round,0,0,1,0,0,1,0,1,68,75,30,4.0
Bogota,Colombia,Bogota,South America,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,90,65,35,4.4
Caracas,Venezuela,Capital District,South America,Urban,Budget,Tropical,Year-round,0,1,1,1,1,1,0,1,70,25,30,3.2
Quito,Ecuador,Pichincha,South America,Historical,Budget,Temperate,Year-round,1,1,1,1,0,1,0,1,88,75,30,4.6
Lima,Peru,Lima,South America,Urban,Budget,Temperate,Winter,0,1,1,0,1,1,0,1,92,70,40,4.5
La Paz,Bolivia,La Paz,South America,Urban,Budget,Alpine,Spring,1,1,1,1,0,1,0,1,89,72,25,4.4
Asuncion,Paraguay,Distrito Capital,South America,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,72,75,25,3.9
Santiago,Chile,Santiago,South America,Urban,Mid-range,Mediterranean,Autumn,1,1,1,1,1,1,0,1,92,85,65,4.6
Buenos Aires,Argentina,Buenos Aires,South America,Urban,Mid-range,Temperate,Autumn,0,1,1,0,0,1,0,1,94,75,55,4.6
Montevideo,Uruguay,Montevideo,South America,Urban,Mid-range,Temperate,Summer,0,1,1,0,1,1,0,1,85,90,70,4.5
Brasilia,Brazil,Federal District,South America,Urban,Mid-range,Tropical,Winter,0,0,1,0,0,1,0,1,82,82,60,4.2
Rabat,Morocco,Rabat-Salé-Kénitra,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,88,90,40,4.5
Nouakchott,Mauritania,Nouakchott,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,55,70,35,3.2
Dakar,Senegal,Dakar,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,80,78,35,4.2
Banjul,Gambia,Banjul,Africa,Beach,Budget,Tropical,Winter,1,1,1,0,1,0,0,1,72,82,25,4.0
Bissau,Guinea-Bissau,Bissau,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,58,60,25,3.2
Conakry,Guinea,Conakry,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,62,55,30,3.3
Freetown,Sierra Leone,Western Area,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,60,30,3.6
Monrovia,Liberia,Montserrado,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,60,55,35,3.4
Bamako,Mali,Bamako,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,55,30,20,3.2
Ouagadougou,Burkina Faso,Centre,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,58,35,20,3.3
Niamey,Niger,Niamey,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,52,35,20,3.1
Ndjamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Khartoum,Sudan,Khartoum,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,45,20,15,2.8
Asmara,Eritrea,Maekel,Africa,Historical,Budget,Temperate,Spring,0,0,1,0,0,1,0,1,64,88,20,4.3
Djibouti City,Djibouti,Djibouti,Africa,Urban,Mid-range,Desert,Winter,1,0,1,0,1,0,0,1,62,85,85,3.5
Addis Ababa,Ethiopia,Addis Ababa,Africa,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,84,75,25,4.1
Mogadishu,Somalia,Banaadir,Africa,Beach,Budget,Tropical,Winter,0,0,0,0,1,0,0,0,30,10,15,2.0
Nairobi,Kenya,Nairobi,Africa,Urban,Mid-range,Temperate,Year-round,1,1,1,0,0,1,1,1,87,60,45,4.5
Kampala,Uganda,Kampala,Africa,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,78,70,25,4.1
Kigali,Rwanda,Kigali,Africa,Urban,Budget,Temperate,Year-round,0,0,1,0,0,1,0,1,82,96,35,4.6
Bujumbura,Burundi,Bujumbura Mairie,Africa,Urban,Budget,Tropical,Year-round,0,0,1,0,1,0,0,1,55,40,25,3.1
Dodoma,Tanzania,Dodoma,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,0,1,65,85,25,3.4
Victoria,Seychelles,Mahé,Africa,Island,Luxury,Tropical,Year-round,1,0,1,0,1,1,1,1,90,95,98,4.8
Moroni,Comoros,Grande Comore,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,0,0,60,75,40,3.6
Antananarivo,Madagascar,Analamanga,Africa,Urban,Budget,Temperate,Autumn,0,0,1,0,0,1,1,1,70,65,25,3.8
Port Louis,Mauritius,Port Louis,Africa,Island,Luxury,Tropical,Year-round,1,1,1,0,1,1,1,1,92,94,90,4.7
Lilongwe,Malawi,Central Region,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,1,1,65,85,25,3.5
Lusaka,Zambia,Lusaka,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,1,1,72,80,35,4.0
Harare,Zimbabwe,Harare,Africa,Urban,Budget,Temperate,Winter,0,1,1,0,0,1,1,1,74,65,30,3.7
Maputo,Mozambique,Maputo City,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,76,70,40,4.1
Gaborone,Botswana,South-East,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,1,1,70,92,55,4.2
Windhoek,Namibia,Khomas,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,75,90,55,4.2
Pretoria,South Africa,Gauteng,Africa,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,1,1,85,60,55,4.1
Mbabane,Eswatini,Hhohho,Africa,Nature,Budget,Temperate,Summer,1,0,1,1,0,1,1,1,68,88,30,4.2
Maseru,Lesotho,Maseru,Africa,Mountain,Budget,Temperate,Summer,1,0,1,1,0,1,0,0,65,85,25,4.1
Luanda,Angola,Luanda,Africa,Urban,Luxury,Tropical,Winter,0,1,1,0,1,1,0,1,72,45,95,3.6
Kinshasa,DR Congo,Kinshasa,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,0,0,1,70,35,50,3.4
Brazzaville,Congo,Brazzaville,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,62,65,45,3.5
Libreville,Gabon,Estuaire,Africa,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,1,1,68,75,70,3.8
Malabo,Equatorial Guinea,Bioko Norte,Africa,Urban,Luxury,Tropical,Winter,0,0,1,0,1,1,0,1,65,80,100,3.5
Yaounde,Cameroon,Centre,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,68,65,35,3.6
Bangui,Central African Republic,Ombella-M'Poko,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,0,1,1,35,10,25,2.2
N'Djamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Abuja,Nigeria,FCT,Africa,Urban,Mid-range,Tropical,Winter,0,0,1,0,0,1,0,1,78,60,55,3.9
Porto-Novo,Benin,Oueme,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,1,1,0,1,62,75,25,3.5
Lome,Togo,Maritime,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,78,25,3.7
Accra,Ghana,Greater Accra,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,85,35,4.3
Yamoussoukro,Ivory Coast,Lacs,Africa,Religious,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,60,70,40,3.4
Praia,Cape Verde,Santiago,Africa,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,78,88,55,4.2
Sao Tome,Sao Tome and Principe,Agua Grande,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,1,0,70,92,40,4.3
Cairo,Egypt,Cairo,Africa,Historical,Budget,Desert,Winter,0,1,1,0,0,1,0,1,95,65,30,4.4
Tripoli,Libya,Tripoli,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,40,15,20,2.5
Tunis,Tunisia,Tunis,Africa,Historical,Budget,Mediterranean,Spring,0,1,1,0,1,1,0,1,85,82,30,4.3
Algiers,Algeria,Algiers,Africa,Urban,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,74,75,30,3.9
Rabat,Morocco,Rabat-Salé-Kénitra,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,88,90,40,4.5
Nouakchott,Mauritania,Nouakchott,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,55,70,35,3.2
Dakar,Senegal,Dakar,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,80,78,35,4.2
Banjul,Gambia,Banjul,Africa,Beach,Budget,Tropical,Winter,1,1,1,0,1,0,0,1,72,82,25,4.0
Bissau,Guinea-Bissau,Bissau,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,58,60,25,3.2
Conakry,Guinea,Conakry,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,62,55,30,3.3
Freetown,Sierra Leone,Western Area,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,60,30,3.6
Monrovia,Liberia,Montserrado,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,60,55,35,3.4
Bamako,Mali,Bamako,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,55,30,20,3.2
Ouagadougou,Burkina Faso,Centre,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,58,35,20,3.3
Niamey,Niger,Niamey,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,52,35,20,3.1
Ndjamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Khartoum,Sudan,Khartoum,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,45,20,15,2.8
Asmara,Eritrea,Maekel,Africa,Historical,Budget,Temperate,Spring,0,0,1,0,0,1,0,1,64,88,20,4.3
Djibouti City,Djibouti,Djibouti,Africa,Urban,Mid-range,Desert,Winter,1,0,1,0,1,0,0,1,62,85,85,3.5
Addis Ababa,Ethiopia,Addis Ababa,Africa,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,84,75,25,4.1
Mogadishu,Somalia,Banaadir,Africa,Beach,Budget,Tropical,Winter,0,0,0,0,1,0,0,0,30,10,15,2.0
Nairobi,Kenya,Nairobi,Africa,Urban,Mid-range,Temperate,Year-round,1,1,1,0,0,1,1,1,87,60,45,4.5
Kampala,Uganda,Kampala,Africa,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,78,70,25,4.1
Kigali,Rwanda,Kigali,Africa,Urban,Budget,Temperate,Year-round,0,0,1,0,0,1,0,1,82,96,35,4.6
Bujumbura,Burundi,Bujumbura Mairie,Africa,Urban,Budget,Tropical,Year-round,0,0,1,0,1,0,0,1,55,40,25,3.1
Dodoma,Tanzania,Dodoma,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,0,1,65,85,25,3.4
Victoria,Seychelles,Mahé,Africa,Island,Luxury,Tropical,Year-round,1,0,1,0,1,1,1,1,90,95,98,4.8
Moroni,Comoros,Grande Comore,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,0,0,60,75,40,3.6
Antananarivo,Madagascar,Analamanga,Africa,Urban,Budget,Temperate,Autumn,0,0,1,0,0,1,1,1,70,65,25,3.8
Port Louis,Mauritius,Port Louis,Africa,Island,Luxury,Tropical,Year-round,1,1,1,0,1,1,1,1,92,94,90,4.7
Lilongwe,Malawi,Central Region,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,1,1,65,85,25,3.5
Lusaka,Zambia,Lusaka,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,1,1,72,80,35,4.0
Harare,Zimbabwe,Harare,Africa,Urban,Budget,Temperate,Winter,0,1,1,0,0,1,1,1,74,65,30,3.7
Maputo,Mozambique,Maputo City,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,76,70,40,4.1
Gaborone,Botswana,South-East,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,1,1,70,92,55,4.2
Windhoek,Namibia,Khomas,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,75,90,55,4.2
Pretoria,South Africa,Gauteng,Africa,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,1,1,85,60,55,4.1
Mbabane,Eswatini,Hhohho,Africa,Nature,Budget,Temperate,Summer,1,0,1,1,0,1,1,1,68,88,30,4.2
Maseru,Lesotho,Maseru,Africa,Mountain,Budget,Temperate,Summer,1,0,1,1,0,1,0,0,65,85,25,4.1
Luanda,Angola,Luanda,Africa,Urban,Luxury,Tropical,Winter,0,1,1,0,1,1,0,1,72,45,95,3.6
Kinshasa,DR Congo,Kinshasa,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,0,0,1,70,35,50,3.4
Brazzaville,Congo,Brazzaville,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,62,65,45,3.5
Libreville,Gabon,Estuaire,Africa,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,1,1,68,75,70,3.8
Malabo,Equatorial Guinea,Bioko Norte,Africa,Urban,Luxury,Tropical,Winter,0,0,1,0,1,1,0,1,65,80,100,3.5
Yaounde,Cameroon,Centre,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,68,65,35,3.6
Bangui,Central African Republic,Ombella-M'Poko,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,0,1,1,35,10,25,2.2
N'Djamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Abuja,Nigeria,FCT,Africa,Urban,Mid-range,Tropical,Winter,0,0,1,0,0,1,0,1,78,60,55,3.9
Porto-Novo,Benin,Oueme,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,1,1,0,1,62,75,25,3.5
Lome,Togo,Maritime,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,78,25,3.7
Accra,Ghana,Greater Accra,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,85,35,4.3
Yamoussoukro,Ivory Coast,Lacs,Africa,Religious,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,60,70,40,3.4
Praia,Cape Verde,Santiago,Africa,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,78,88,55,4.2
Sao Tome,Sao Tome and Principe,Agua Grande,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,1,0,70,92,40,4.3
Cairo,Egypt,Cairo,Africa,Historical,Budget,Desert,Winter,0,1,1,0,0,1,0,1,95,65,30,4.4
Tripoli,Libya,Tripoli,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,40,15,20,2.5
Tunis,Tunisia,Tunis,Africa,Historical,Budget,Mediterranean,Spring,0,1,1,0,1,1,0,1,85,82,30,4.3
Algiers,Algeria,Algiers,Africa,Urban,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,74,75,30,3.9
Rabat,Morocco,Rabat-Salé-Kénitra,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,88,90,40,4.5
Nouakchott,Mauritania,Nouakchott,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,55,70,35,3.2
Dakar,Senegal,Dakar,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,80,78,35,4.2
Banjul,Gambia,Banjul,Africa,Beach,Budget,Tropical,Winter,1,1,1,0,1,0,0,1,72,82,25,4.0
Bissau,Guinea-Bissau,Bissau,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,58,60,25,3.2
Conakry,Guinea,Conakry,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,62,55,30,3.3
Freetown,Sierra Leone,Western Area,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,60,30,3.6
Monrovia,Liberia,Montserrado,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,60,55,35,3.4
Bamako,Mali,Bamako,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,55,30,20,3.2
Ouagadougou,Burkina Faso,Centre,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,58,35,20,3.3
Niamey,Niger,Niamey,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,52,35,20,3.1
Ndjamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Khartoum,Sudan,Khartoum,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,45,20,15,2.8
Asmara,Eritrea,Maekel,Africa,Historical,Budget,Temperate,Spring,0,0,1,0,0,1,0,1,64,88,20,4.3
Djibouti City,Djibouti,Djibouti,Africa,Urban,Mid-range,Desert,Winter,1,0,1,0,1,0,0,1,62,85,85,3.5
Addis Ababa,Ethiopia,Addis Ababa,Africa,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,84,75,25,4.1
Mogadishu,Somalia,Banaadir,Africa,Beach,Budget,Tropical,Winter,0,0,0,0,1,0,0,0,30,10,15,2.0
Nairobi,Kenya,Nairobi,Africa,Urban,Mid-range,Temperate,Year-round,1,1,1,0,0,1,1,1,87,60,45,4.5
Kampala,Uganda,Kampala,Africa,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,78,70,25,4.1
Kigali,Rwanda,Kigali,Africa,Urban,Budget,Temperate,Year-round,0,0,1,0,0,1,0,1,82,96,35,4.6
Bujumbura,Burundi,Bujumbura Mairie,Africa,Urban,Budget,Tropical,Year-round,0,0,1,0,1,0,0,1,55,40,25,3.1
Dodoma,Tanzania,Dodoma,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,0,1,65,85,25,3.4
Victoria,Seychelles,Mahé,Africa,Island,Luxury,Tropical,Year-round,1,0,1,0,1,1,1,1,90,95,98,4.8
Moroni,Comoros,Grande Comore,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,0,0,60,75,40,3.6
Antananarivo,Madagascar,Analamanga,Africa,Urban,Budget,Temperate,Autumn,0,0,1,0,0,1,1,1,70,65,25,3.8
Port Louis,Mauritius,Port Louis,Africa,Island,Luxury,Tropical,Year-round,1,1,1,0,1,1,1,1,92,94,90,4.7
Lilongwe,Malawi,Central Region,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,1,1,65,85,25,3.5
Lusaka,Zambia,Lusaka,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,1,1,72,80,35,4.0
Harare,Zimbabwe,Harare,Africa,Urban,Budget,Temperate,Winter,0,1,1,0,0,1,1,1,74,65,30,3.7
Maputo,Mozambique,Maputo City,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,76,70,40,4.1
Gaborone,Botswana,South-East,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,1,1,70,92,55,4.2
Windhoek,Namibia,Khomas,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,75,90,55,4.2
Pretoria,South Africa,Gauteng,Africa,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,1,1,85,60,55,4.1
Mbabane,Eswatini,Hhohho,Africa,Nature,Budget,Temperate,Summer,1,0,1,1,0,1,1,1,68,88,30,4.2
Maseru,Lesotho,Maseru,Africa,Mountain,Budget,Temperate,Summer,1,0,1,1,0,1,0,0,65,85,25,4.1
Luanda,Angola,Luanda,Africa,Urban,Luxury,Tropical,Winter,0,1,1,0,1,1,0,1,72,45,95,3.6
Kinshasa,DR Congo,Kinshasa,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,0,0,1,70,35,50,3.4
Brazzaville,Congo,Brazzaville,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,62,65,45,3.5
Libreville,Gabon,Estuaire,Africa,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,1,1,68,75,70,3.8
Malabo,Equatorial Guinea,Bioko Norte,Africa,Urban,Luxury,Tropical,Winter,0,0,1,0,1,1,0,1,65,80,100,3.5
Yaounde,Cameroon,Centre,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,68,65,35,3.6
Bangui,Central African Republic,Ombella-M'Poko,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,0,1,1,35,10,25,2.2
N'Djamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Abuja,Nigeria,FCT,Africa,Urban,Mid-range,Tropical,Winter,0,0,1,0,0,1,0,1,78,60,55,3.9
Porto-Novo,Benin,Oueme,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,1,1,0,1,62,75,25,3.5
Lome,Togo,Maritime,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,78,25,3.7
Accra,Ghana,Greater Accra,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,85,35,4.3
Yamoussoukro,Ivory Coast,Lacs,Africa,Religious,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,60,70,40,3.4
Praia,Cape Verde,Santiago,Africa,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,78,88,55,4.2
Sao Tome,Sao Tome and Principe,Agua Grande,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,1,0,70,92,40,4.3
Cairo,Egypt,Cairo,Africa,Historical,Budget,Desert,Winter,0,1,1,0,0,1,0,1,95,65,30,4.4
Tripoli,Libya,Tripoli,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,40,15,20,2.5
Tunis,Tunisia,Tunis,Africa,Historical,Budget,Mediterranean,Spring,0,1,1,0,1,1,0,1,85,82,30,4.3
Algiers,Algeria,Algiers,Africa,Urban,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,74,75,30,3.9
Rabat,Morocco,Rabat-Salé-Kénitra,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,88,90,40,4.5
Nouakchott,Mauritania,Nouakchott,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,55,70,35,3.2
Dakar,Senegal,Dakar,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,80,78,35,4.2
Banjul,Gambia,Banjul,Africa,Beach,Budget,Tropical,Winter,1,1,1,0,1,0,0,1,72,82,25,4.0
Bissau,Guinea-Bissau,Bissau,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,58,60,25,3.2
Conakry,Guinea,Conakry,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,62,55,30,3.3
Freetown,Sierra Leone,Western Area,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,60,30,3.6
Monrovia,Liberia,Montserrado,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,60,55,35,3.4
Bamako,Mali,Bamako,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,55,30,20,3.2
Ouagadougou,Burkina Faso,Centre,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,58,35,20,3.3
Niamey,Niger,Niamey,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,52,35,20,3.1
Ndjamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Khartoum,Sudan,Khartoum,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,45,20,15,2.8
Asmara,Eritrea,Maekel,Africa,Historical,Budget,Temperate,Spring,0,0,1,0,0,1,0,1,64,88,20,4.3
Djibouti City,Djibouti,Djibouti,Africa,Urban,Mid-range,Desert,Winter,1,0,1,0,1,0,0,1,62,85,85,3.5
Addis Ababa,Ethiopia,Addis Ababa,Africa,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,84,75,25,4.1
Mogadishu,Somalia,Banaadir,Africa,Beach,Budget,Tropical,Winter,0,0,0,0,1,0,0,0,30,10,15,2.0
Nairobi,Kenya,Nairobi,Africa,Urban,Mid-range,Temperate,Year-round,1,1,1,0,0,1,1,1,87,60,45,4.5
Kampala,Uganda,Kampala,Africa,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,78,70,25,4.1
Kigali,Rwanda,Kigali,Africa,Urban,Budget,Temperate,Year-round,0,0,1,0,0,1,0,1,82,96,35,4.6
Bujumbura,Burundi,Bujumbura Mairie,Africa,Urban,Budget,Tropical,Year-round,0,0,1,0,1,0,0,1,55,40,25,3.1
Dodoma,Tanzania,Dodoma,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,0,1,65,85,25,3.4
Victoria,Seychelles,Mahé,Africa,Island,Luxury,Tropical,Year-round,1,0,1,0,1,1,1,1,90,95,98,4.8
Moroni,Comoros,Grande Comore,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,0,0,60,75,40,3.6
Antananarivo,Madagascar,Analamanga,Africa,Urban,Budget,Temperate,Autumn,0,0,1,0,0,1,1,1,70,65,25,3.8
Port Louis,Mauritius,Port Louis,Africa,Island,Luxury,Tropical,Year-round,1,1,1,0,1,1,1,1,92,94,90,4.7
Lilongwe,Malawi,Central Region,Africa,Urban,Budget,Temperate,Winter,0,0,1,0,0,1,1,1,65,85,25,3.5
Lusaka,Zambia,Lusaka,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,1,1,72,80,35,4.0
Harare,Zimbabwe,Harare,Africa,Urban,Budget,Temperate,Winter,0,1,1,0,0,1,1,1,74,65,30,3.7
